Table Key,Table Name,L831ED (NC1),L831EE (NC1),L831EF (NC1),L831EG (NC1),LF6JE0 (NC1),LFG1EK (NC1),LFG1ER (NC1),LFG2EE (NC1),LFG2EF (NC1),LFG2EG (NC1),LFG2EJ (NC1),LFG2EL (NC1),LFG2EM (NC1),LFG2EP (NC1),LFG3EE (NC1),LFG3EF (NC1),LFG3EG (NC1),LFG3EK (NC1),LFG3EN (NC1),LFG7ED (NC1),LFG7EG (NC1),LFG8EF (NC1),LFG8EG (NC1),LFG9EH (NC1),LFH9EC (NC1),LFH9ED (NC1),LFH9EE (NC1),LFH9EF (NC1),LFJ1EC (NC1),LFJ1EE (NC1),LFJ1EF (NC1),LFJ5EG (NC1),LFN3ER (NC1),LFN4EK (NC1),LFN4EP (NC1),LFN5EN (NC1),LFZZE0 (NC1),LFZZEA (NC1),LSYAEA (NC1),L843EC (NC2),L862ED (NC2),LF4WEG (NC2),LF4XED (NC2),LF4XEE (NC2),LF4XEG (NC2),LF5AEG (NC2),LF5BEG (NC2),LF5CEG (NC2),LF5DEG (NC2),LF8HED (NC2),LF9HED (NC2),LF9HEE (NC2),LF9JED (NC2),LF9KEC (NC2),LF9KEE (NC2),LF9RED (NC2),LF9SED (NC2),LF9TEE (NC2),LF9VEB (NC2),LF9WEB (NC2),LF9XEB (NC2),LFAAEB (NC2),LFABEB (NC2),LFACEB (NC2),LFAKEB (NC2),LFDJEA (NC2),LFDKEB (NC2),LFDLEC (NC2),LFDMEA (NC2),LFDNEB (NC2),LFDPEC (NC2),LFFCED (NC2),LFFDED (NC2),LFFEEE (NC2),LFGJED (NC2),LFGKEC (NC2),LFGKED (NC2),LFGLEF (NC2),LFGMEC (NC2),LFGMEE (NC2),LFGNEC (NC2),LFGNEE (NC2),LFGPEF (NC2),LFLEEC (NC2),LFLGEC (NC2),LFLMEA (NC2),LFLMEC (NC2),LFLMED (NC2),LFLNEC (NC2),LFLPE0 (NC2),LFLPEA (NC2),LFLPEB (NC2),LFLPEC (NC2),LFLPED (NC2),LFLREA (NC2),LFLVEB (NC2),LFLWEB (NC2),LFLXE0 (NC2),LFLXEC (NC2),LFMAE0 (NC2),LFMAEB (NC2),LFMAEC (NC2),LFMSEA (NC2)
Spark Target - High Fuel Demand Lambda Threshold,Spark Target - High Fuel Demand Lambda Threshold,0xCE2EC,0xCE370,0xCE390,0xCE390,0xCE390,0xCE360,0xCE360,0xCE2EC,0xCE370,0xCE390,0xCE360,0xCE360,0xCE360,0xCE360,0xCE2EC,0xCE370,0xCE390,0xCE360,0xCE360,0xCE2EC,0xCE390,0xCE390,0xCE390,0xCE390,0xCE2EC,0xCE370,0xCE390,0xCE390,0xCE2EC,0xCE390,0xCE390,0xCE390,0xCE360,0xCE360,0xCE360,0xCE360,0xCE360,0xCE360,0xCE360,0xCFA98,0xD0730,0xCE3E8,0xCE3E8,0xCE3E8,0xCE3E8,0xCE3E8,0xCE3E8,0xCE3E8,0xCE3E8,0xCE3E8,0xCFA98,0xD01B8,0xCFA98,0xCFA98,0xD01B8,0xD04EC,0xD04EC,0xD04EC,0xCFD84,0xCFD84,0xCFD84,0xCFD84,0xCFD84,0xCFD84,0xCFA98,0xCFB6C,0xCFB6C,0xCFB6C,0xCFB6C,0xCFB6C,0xCFB6C,0xD0730,0xD0730,0xD0730,0xD854C,0xD054C,0xD854C,0xD854C,0xD054C,0xD854C,0xD054C,0xD854C,0xD854C,0xDACB8,0xD2734,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xD2A68,0xD2A68,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xDAC3C,0xD2734
"Spark Target | High Fuel Demand, High-Det, IMRC","Spark Target | High Fuel Demand, High-Det, IMRC",0xCE4EC,0xCE570,0xCE590,0xCE590,0xCE590,0xCE560,0xCE560,0xCE4EC,0xCE570,0xCE590,0xCE560,0xCE560,0xCE560,0xCE560,0xCE4EC,0xCE570,0xCE590,0xCE560,0xCE560,0xCE4EC,0xCE590,0xCE590,0xCE590,0xCE590,0xCE4EC,0xCE570,0xCE590,0xCE590,0xCE4EC,0xCE590,0xCE590,0xCE590,0xCE560,0xCE560,0xCE560,0xCE560,0xCE560,0xCE560,0xCE560,0xCFC98,0xD0930,0xCE5E8,0xCE5E8,0xCE5E8,0xCE5E8,0xCE5E8,0xCE5E8,0xCE5E8,0xCE5E8,0xCE5E8,0xCFC98,0xD03B8,0xCFC98,0xCFC98,0xD03B8,0xD06EC,0xD06EC,0xD06EC,0xCFF84,0xCFF84,0xCFF84,0xCFF84,0xCFF84,0xCFF84,0xCFC98,0xCFD6C,0xCFD6C,0xCFD6C,0xCFD6C,0xCFD6C,0xCFD6C,0xD0930,0xD0930,0xD0930,0xD874C,0xD074C,0xD874C,0xD874C,0xD074C,0xD874C,0xD074C,0xD874C,0xD874C,0xDAEB8,0xD2934,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xD2C68,0xD2C68,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xDAE3C,0xD2934
"Spark Target | High Fuel Demand, High-Det, IMRC | LOAD_6F44","Spark Target | High Fuel Demand, High-Det, IMRC | LOAD_6F44",0xCE4B0,0xCE534,0xCE554,0xCE554,0xCE554,0xCE524,0xCE524,0xCE4B0,0xCE534,0xCE554,0xCE524,0xCE524,0xCE524,0xCE524,0xCE4B0,0xCE534,0xCE554,0xCE524,0xCE524,0xCE4B0,0xCE554,0xCE554,0xCE554,0xCE554,0xCE4B0,0xCE534,0xCE554,0xCE554,0xCE4B0,0xCE554,0xCE554,0xCE554,0xCE524,0xCE524,0xCE524,0xCE524,0xCE524,0xCE524,0xCE524,0xCFC5C,0xD08F4,0xCE5AC,0xCE5AC,0xCE5AC,0xCE5AC,0xCE5AC,0xCE5AC,0xCE5AC,0xCE5AC,0xCE5AC,0xCFC5C,0xD037C,0xCFC5C,0xCFC5C,0xD037C,0xD06B0,0xD06B0,0xD06B0,0xCFF48,0xCFF48,0xCFF48,0xCFF48,0xCFF48,0xCFF48,0xCFC5C,0xCFD30,0xCFD30,0xCFD30,0xCFD30,0xCFD30,0xCFD30,0xD08F4,0xD08F4,0xD08F4,0xD8710,0xD0710,0xD8710,0xD8710,0xD0710,0xD8710,0xD0710,0xD8710,0xD8710,0xDAE7C,0xD28F8,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xD2C2C,0xD2C2C,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xDAE00,0xD28F8
"Spark Target | High Fuel Demand, High-Det, IMRC | RPM_6DD8","Spark Target | High Fuel Demand, High-Det, IMRC | RPM_6DD8",0xCE490,0xCE514,0xCE534,0xCE534,0xCE534,0xCE504,0xCE504,0xCE490,0xCE514,0xCE534,0xCE504,0xCE504,0xCE504,0xCE504,0xCE490,0xCE514,0xCE534,0xCE504,0xCE504,0xCE490,0xCE534,0xCE534,0xCE534,0xCE534,0xCE490,0xCE514,0xCE534,0xCE534,0xCE490,0xCE534,0xCE534,0xCE534,0xCE504,0xCE504,0xCE504,0xCE504,0xCE504,0xCE504,0xCE504,0xCFC3C,0xD08D4,0xCE58C,0xCE58C,0xCE58C,0xCE58C,0xCE58C,0xCE58C,0xCE58C,0xCE58C,0xCE58C,0xCFC3C,0xD035C,0xCFC3C,0xCFC3C,0xD035C,0xD0690,0xD0690,0xD0690,0xCFF28,0xCFF28,0xCFF28,0xCFF28,0xCFF28,0xCFF28,0xCFC3C,0xCFD10,0xCFD10,0xCFD10,0xCFD10,0xCFD10,0xCFD10,0xD08D4,0xD08D4,0xD08D4,0xD86F0,0xD06F0,0xD86F0,0xD86F0,0xD06F0,0xD86F0,0xD06F0,0xD86F0,0xD86F0,0xDAE5C,0xD28D8,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xD2C0C,0xD2C0C,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xDADE0,0xD28D8
"Spark Target | High Fuel Demand, High-Det","Spark Target | High Fuel Demand, High-Det",0xCE740,0xCE7C4,0xCE7E4,0xCE7E4,0xCE7E4,0xCE7B4,0xCE7B4,0xCE740,0xCE7C4,0xCE7E4,0xCE7B4,0xCE7B4,0xCE7B4,0xCE7B4,0xCE740,0xCE7C4,0xCE7E4,0xCE7B4,0xCE7B4,0xCE740,0xCE7E4,0xCE7E4,0xCE7E4,0xCE7E4,0xCE740,0xCE7C4,0xCE7E4,0xCE7E4,0xCE740,0xCE7E4,0xCE7E4,0xCE7E4,0xCE7B4,0xCE7B4,0xCE7B4,0xCE7B4,0xCE7B4,0xCE7B4,0xCE7B4,0xCFEF0,0xD0B88,0xCE83C,0xCE83C,0xCE83C,0xCE83C,0xCE83C,0xCE83C,0xCE83C,0xCE83C,0xCE83C,0xCFEF0,0xD0610,0xCFEF0,0xCFEF0,0xD0610,0xD0944,0xD0944,0xD0944,0xD01DC,0xD01DC,0xD01DC,0xD01DC,0xD01DC,0xD01DC,0xCFEF0,0xCFFC4,0xCFFC4,0xCFFC4,0xCFFC4,0xCFFC4,0xCFFC4,0xD0B88,0xD0B88,0xD0B88,0xD89A4,0xD09A4,0xD89A4,0xD89A4,0xD09A4,0xD89A4,0xD09A4,0xD89A4,0xD89A4,0xDB110,0xD2B8C,0xDB094,0xDB094,0xDB094,0xDB094,0xDB094,0xDB094,0xDB094,0xDB094,0xDB094,0xDB094,0xD2EC0,0xD2EC0,0xDB094,0xDB094,0xDB094,0xDB094,0xDB094,0xD2B8C
"Spark Target | High Fuel Demand, High-Det | LOAD_6F44","Spark Target | High Fuel Demand, High-Det | LOAD_6F44",0xCE704,0xCE788,0xCE7A8,0xCE7A8,0xCE7A8,0xCE778,0xCE778,0xCE704,0xCE788,0xCE7A8,0xCE778,0xCE778,0xCE778,0xCE778,0xCE704,0xCE788,0xCE7A8,0xCE778,0xCE778,0xCE704,0xCE7A8,0xCE7A8,0xCE7A8,0xCE7A8,0xCE704,0xCE788,0xCE7A8,0xCE7A8,0xCE704,0xCE7A8,0xCE7A8,0xCE7A8,0xCE778,0xCE778,0xCE778,0xCE778,0xCE778,0xCE778,0xCE778,0xCFEB4,0xD0B4C,0xCE800,0xCE800,0xCE800,0xCE800,0xCE800,0xCE800,0xCE800,0xCE800,0xCE800,0xCFEB4,0xD05D4,0xCFEB4,0xCFEB4,0xD05D4,0xD0908,0xD0908,0xD0908,0xD01A0,0xD01A0,0xD01A0,0xD01A0,0xD01A0,0xD01A0,0xCFEB4,0xCFF88,0xCFF88,0xCFF88,0xCFF88,0xCFF88,0xCFF88,0xD0B4C,0xD0B4C,0xD0B4C,0xD8968,0xD0968,0xD8968,0xD8968,0xD0968,0xD8968,0xD0968,0xD8968,0xD8968,0xDB0D4,0xD2B50,0xDB058,0xDB058,0xDB058,0xDB058,0xDB058,0xDB058,0xDB058,0xDB058,0xDB058,0xDB058,0xD2E84,0xD2E84,0xDB058,0xDB058,0xDB058,0xDB058,0xDB058,0xD2B50
"Spark Target | High Fuel Demand, High-Det | RPM_6DD8","Spark Target | High Fuel Demand, High-Det | RPM_6DD8",0xCE6CC,0xCE750,0xCE770,0xCE770,0xCE770,0xCE740,0xCE740,0xCE6CC,0xCE750,0xCE770,0xCE740,0xCE740,0xCE740,0xCE740,0xCE6CC,0xCE750,0xCE770,0xCE740,0xCE740,0xCE6CC,0xCE770,0xCE770,0xCE770,0xCE770,0xCE6CC,0xCE750,0xCE770,0xCE770,0xCE6CC,0xCE770,0xCE770,0xCE770,0xCE740,0xCE740,0xCE740,0xCE740,0xCE740,0xCE740,0xCE740,0xCFE78,0xD0B10,0xCE7C8,0xCE7C8,0xCE7C8,0xCE7C8,0xCE7C8,0xCE7C8,0xCE7C8,0xCE7C8,0xCE7C8,0xCFE78,0xD0598,0xCFE78,0xCFE78,0xD0598,0xD08CC,0xD08CC,0xD08CC,0xD0164,0xD0164,0xD0164,0xD0164,0xD0164,0xD0164,0xCFE78,0xCFF4C,0xCFF4C,0xCFF4C,0xCFF4C,0xCFF4C,0xCFF4C,0xD0B10,0xD0B10,0xD0B10,0xD892C,0xD092C,0xD892C,0xD892C,0xD092C,0xD892C,0xD092C,0xD892C,0xD892C,0xDB098,0xD2B14,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xD2E48,0xD2E48,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xDB01C,0xD2B14
"Spark Target | High Fuel Demand, Low-Det, IMRC","Spark Target | High Fuel Demand, Low-Det, IMRC",0xCF0DC,0xCF160,0xCF180,0xCF180,0xCF180,0xCF150,0xCF150,0xCF0DC,0xCF160,0xCF180,0xCF150,0xCF150,0xCF150,0xCF150,0xCF0DC,0xCF160,0xCF180,0xCF150,0xCF150,0xCF0DC,0xCF180,0xCF180,0xCF180,0xCF180,0xCF0DC,0xCF160,0xCF180,0xCF180,0xCF0DC,0xCF180,0xCF180,0xCF180,0xCF150,0xCF150,0xCF150,0xCF150,0xCF150,0xCF150,0xCF150,0xD0908,0xD15A0,0xCF1D8,0xCF1D8,0xCF1D8,0xCF1D8,0xCF1D8,0xCF1D8,0xCF1D8,0xCF1D8,0xCF1D8,0xD0908,0xD1028,0xD0908,0xD0908,0xD1028,0xD135C,0xD135C,0xD135C,0xD0BF4,0xD0BF4,0xD0BF4,0xD0BF4,0xD0BF4,0xD0BF4,0xD0908,0xD09DC,0xD09DC,0xD09DC,0xD09DC,0xD09DC,0xD09DC,0xD15A0,0xD15A0,0xD15A0,0xD93BC,0xD13BC,0xD93BC,0xD93BC,0xD13BC,0xD93BC,0xD13BC,0xD93BC,0xD93BC,0xDBB28,0xD35A4,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xD38D8,0xD38D8,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xDBAAC,0xD35A4
"Spark Target | High Fuel Demand, Low-Det, IMRC | LOAD_6F44","Spark Target | High Fuel Demand, Low-Det, IMRC | LOAD_6F44",0xCF0A0,0xCF124,0xCF144,0xCF144,0xCF144,0xCF114,0xCF114,0xCF0A0,0xCF124,0xCF144,0xCF114,0xCF114,0xCF114,0xCF114,0xCF0A0,0xCF124,0xCF144,0xCF114,0xCF114,0xCF0A0,0xCF144,0xCF144,0xCF144,0xCF144,0xCF0A0,0xCF124,0xCF144,0xCF144,0xCF0A0,0xCF144,0xCF144,0xCF144,0xCF114,0xCF114,0xCF114,0xCF114,0xCF114,0xCF114,0xCF114,0xD08CC,0xD1564,0xCF19C,0xCF19C,0xCF19C,0xCF19C,0xCF19C,0xCF19C,0xCF19C,0xCF19C,0xCF19C,0xD08CC,0xD0FEC,0xD08CC,0xD08CC,0xD0FEC,0xD1320,0xD1320,0xD1320,0xD0BB8,0xD0BB8,0xD0BB8,0xD0BB8,0xD0BB8,0xD0BB8,0xD08CC,0xD09A0,0xD09A0,0xD09A0,0xD09A0,0xD09A0,0xD09A0,0xD1564,0xD1564,0xD1564,0xD9380,0xD1380,0xD9380,0xD9380,0xD1380,0xD9380,0xD1380,0xD9380,0xD9380,0xDBAEC,0xD3568,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xD389C,0xD389C,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xDBA70,0xD3568
"Spark Target | High Fuel Demand, Low-Det, IMRC | RPM_6DD8","Spark Target | High Fuel Demand, Low-Det, IMRC | RPM_6DD8",0xCF080,0xCF104,0xCF124,0xCF124,0xCF124,0xCF0F4,0xCF0F4,0xCF080,0xCF104,0xCF124,0xCF0F4,0xCF0F4,0xCF0F4,0xCF0F4,0xCF080,0xCF104,0xCF124,0xCF0F4,0xCF0F4,0xCF080,0xCF124,0xCF124,0xCF124,0xCF124,0xCF080,0xCF104,0xCF124,0xCF124,0xCF080,0xCF124,0xCF124,0xCF124,0xCF0F4,0xCF0F4,0xCF0F4,0xCF0F4,0xCF0F4,0xCF0F4,0xCF0F4,0xD08AC,0xD1544,0xCF17C,0xCF17C,0xCF17C,0xCF17C,0xCF17C,0xCF17C,0xCF17C,0xCF17C,0xCF17C,0xD08AC,0xD0FCC,0xD08AC,0xD08AC,0xD0FCC,0xD1300,0xD1300,0xD1300,0xD0B98,0xD0B98,0xD0B98,0xD0B98,0xD0B98,0xD0B98,0xD08AC,0xD0980,0xD0980,0xD0980,0xD0980,0xD0980,0xD0980,0xD1544,0xD1544,0xD1544,0xD9360,0xD1360,0xD9360,0xD9360,0xD1360,0xD9360,0xD1360,0xD9360,0xD9360,0xDBACC,0xD3548,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xD387C,0xD387C,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xDBA50,0xD3548
"Spark Target | High Fuel Demand, Low-Det","Spark Target | High Fuel Demand, Low-Det",0xCF330,0xCF3B4,0xCF3D4,0xCF3D4,0xCF3D4,0xCF3A4,0xCF3A4,0xCF330,0xCF3B4,0xCF3D4,0xCF3A4,0xCF3A4,0xCF3A4,0xCF3A4,0xCF330,0xCF3B4,0xCF3D4,0xCF3A4,0xCF3A4,0xCF330,0xCF3D4,0xCF3D4,0xCF3D4,0xCF3D4,0xCF330,0xCF3B4,0xCF3D4,0xCF3D4,0xCF330,0xCF3D4,0xCF3D4,0xCF3D4,0xCF3A4,0xCF3A4,0xCF3A4,0xCF3A4,0xCF3A4,0xCF3A4,0xCF3A4,0xD0B60,0xD17F8,0xCF42C,0xCF42C,0xCF42C,0xCF42C,0xCF42C,0xCF42C,0xCF42C,0xCF42C,0xCF42C,0xD0B60,0xD1280,0xD0B60,0xD0B60,0xD1280,0xD15B4,0xD15B4,0xD15B4,0xD0E4C,0xD0E4C,0xD0E4C,0xD0E4C,0xD0E4C,0xD0E4C,0xD0B60,0xD0C34,0xD0C34,0xD0C34,0xD0C34,0xD0C34,0xD0C34,0xD17F8,0xD17F8,0xD17F8,0xD9614,0xD1614,0xD9614,0xD9614,0xD1614,0xD9614,0xD1614,0xD9614,0xD9614,0xDBD80,0xD37FC,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xD3B30,0xD3B30,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xDBD04,0xD37FC
"Spark Target | High Fuel Demand, Low-Det | LOAD_6F44","Spark Target | High Fuel Demand, Low-Det | LOAD_6F44",0xCF2F4,0xCF378,0xCF398,0xCF398,0xCF398,0xCF368,0xCF368,0xCF2F4,0xCF378,0xCF398,0xCF368,0xCF368,0xCF368,0xCF368,0xCF2F4,0xCF378,0xCF398,0xCF368,0xCF368,0xCF2F4,0xCF398,0xCF398,0xCF398,0xCF398,0xCF2F4,0xCF378,0xCF398,0xCF398,0xCF2F4,0xCF398,0xCF398,0xCF398,0xCF368,0xCF368,0xCF368,0xCF368,0xCF368,0xCF368,0xCF368,0xD0B24,0xD17BC,0xCF3F0,0xCF3F0,0xCF3F0,0xCF3F0,0xCF3F0,0xCF3F0,0xCF3F0,0xCF3F0,0xCF3F0,0xD0B24,0xD1244,0xD0B24,0xD0B24,0xD1244,0xD1578,0xD1578,0xD1578,0xD0E10,0xD0E10,0xD0E10,0xD0E10,0xD0E10,0xD0E10,0xD0B24,0xD0BF8,0xD0BF8,0xD0BF8,0xD0BF8,0xD0BF8,0xD0BF8,0xD17BC,0xD17BC,0xD17BC,0xD95D8,0xD15D8,0xD95D8,0xD95D8,0xD15D8,0xD95D8,0xD15D8,0xD95D8,0xD95D8,0xDBD44,0xD37C0,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xD3AF4,0xD3AF4,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xDBCC8,0xD37C0
"Spark Target | High Fuel Demand, Low-Det | RPM_6DD8","Spark Target | High Fuel Demand, Low-Det | RPM_6DD8",0xCF2BC,0xCF340,0xCF360,0xCF360,0xCF360,0xCF330,0xCF330,0xCF2BC,0xCF340,0xCF360,0xCF330,0xCF330,0xCF330,0xCF330,0xCF2BC,0xCF340,0xCF360,0xCF330,0xCF330,0xCF2BC,0xCF360,0xCF360,0xCF360,0xCF360,0xCF2BC,0xCF340,0xCF360,0xCF360,0xCF2BC,0xCF360,0xCF360,0xCF360,0xCF330,0xCF330,0xCF330,0xCF330,0xCF330,0xCF330,0xCF330,0xD0AE8,0xD1780,0xCF3B8,0xCF3B8,0xCF3B8,0xCF3B8,0xCF3B8,0xCF3B8,0xCF3B8,0xCF3B8,0xCF3B8,0xD0AE8,0xD1208,0xD0AE8,0xD0AE8,0xD1208,0xD153C,0xD153C,0xD153C,0xD0DD4,0xD0DD4,0xD0DD4,0xD0DD4,0xD0DD4,0xD0DD4,0xD0AE8,0xD0BBC,0xD0BBC,0xD0BBC,0xD0BBC,0xD0BBC,0xD0BBC,0xD1780,0xD1780,0xD1780,0xD959C,0xD159C,0xD959C,0xD959C,0xD159C,0xD959C,0xD159C,0xD959C,0xD959C,0xDBD08,0xD3784,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xD3AB8,0xD3AB8,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xDBC8C,0xD3784
"Spark Target | Low Fuel Demand, High-Det, IMRC","Spark Target | Low Fuel Demand, High-Det, IMRC",0xCEAE4,0xCEB68,0xCEB88,0xCEB88,0xCEB88,0xCEB58,0xCEB58,0xCEAE4,0xCEB68,0xCEB88,0xCEB58,0xCEB58,0xCEB58,0xCEB58,0xCEAE4,0xCEB68,0xCEB88,0xCEB58,0xCEB58,0xCEAE4,0xCEB88,0xCEB88,0xCEB88,0xCEB88,0xCEAE4,0xCEB68,0xCEB88,0xCEB88,0xCEAE4,0xCEB88,0xCEB88,0xCEB88,0xCEB58,0xCEB58,0xCEB58,0xCEB58,0xCEB58,0xCEB58,0xCEB58,0xD02D0,0xD0F68,0xCEBE0,0xCEBE0,0xCEBE0,0xCEBE0,0xCEBE0,0xCEBE0,0xCEBE0,0xCEBE0,0xCEBE0,0xD02D0,0xD09F0,0xD02D0,0xD02D0,0xD09F0,0xD0D24,0xD0D24,0xD0D24,0xD05BC,0xD05BC,0xD05BC,0xD05BC,0xD05BC,0xD05BC,0xD02D0,0xD03A4,0xD03A4,0xD03A4,0xD03A4,0xD03A4,0xD03A4,0xD0F68,0xD0F68,0xD0F68,0xD8D84,0xD0D84,0xD8D84,0xD8D84,0xD0D84,0xD8D84,0xD0D84,0xD8D84,0xD8D84,0xDB4F0,0xD2F6C,0xDB474,0xDB474,0xDB474,0xDB474,0xDB474,0xDB474,0xDB474,0xDB474,0xDB474,0xDB474,0xD32A0,0xD32A0,0xDB474,0xDB474,0xDB474,0xDB474,0xDB474,0xD2F6C
"Spark Target | Low Fuel Demand, High-Det, IMRC | LOAD_6F44","Spark Target | Low Fuel Demand, High-Det, IMRC | LOAD_6F44",0xCEAA8,0xCEB2C,0xCEB4C,0xCEB4C,0xCEB4C,0xCEB1C,0xCEB1C,0xCEAA8,0xCEB2C,0xCEB4C,0xCEB1C,0xCEB1C,0xCEB1C,0xCEB1C,0xCEAA8,0xCEB2C,0xCEB4C,0xCEB1C,0xCEB1C,0xCEAA8,0xCEB4C,0xCEB4C,0xCEB4C,0xCEB4C,0xCEAA8,0xCEB2C,0xCEB4C,0xCEB4C,0xCEAA8,0xCEB4C,0xCEB4C,0xCEB4C,0xCEB1C,0xCEB1C,0xCEB1C,0xCEB1C,0xCEB1C,0xCEB1C,0xCEB1C,0xD0294,0xD0F2C,0xCEBA4,0xCEBA4,0xCEBA4,0xCEBA4,0xCEBA4,0xCEBA4,0xCEBA4,0xCEBA4,0xCEBA4,0xD0294,0xD09B4,0xD0294,0xD0294,0xD09B4,0xD0CE8,0xD0CE8,0xD0CE8,0xD0580,0xD0580,0xD0580,0xD0580,0xD0580,0xD0580,0xD0294,0xD0368,0xD0368,0xD0368,0xD0368,0xD0368,0xD0368,0xD0F2C,0xD0F2C,0xD0F2C,0xD8D48,0xD0D48,0xD8D48,0xD8D48,0xD0D48,0xD8D48,0xD0D48,0xD8D48,0xD8D48,0xDB4B4,0xD2F30,0xDB438,0xDB438,0xDB438,0xDB438,0xDB438,0xDB438,0xDB438,0xDB438,0xDB438,0xDB438,0xD3264,0xD3264,0xDB438,0xDB438,0xDB438,0xDB438,0xDB438,0xD2F30
"Spark Target | Low Fuel Demand, High-Det, IMRC | RPM_6DD8","Spark Target | Low Fuel Demand, High-Det, IMRC | RPM_6DD8",0xCEA88,0xCEB0C,0xCEB2C,0xCEB2C,0xCEB2C,0xCEAFC,0xCEAFC,0xCEA88,0xCEB0C,0xCEB2C,0xCEAFC,0xCEAFC,0xCEAFC,0xCEAFC,0xCEA88,0xCEB0C,0xCEB2C,0xCEAFC,0xCEAFC,0xCEA88,0xCEB2C,0xCEB2C,0xCEB2C,0xCEB2C,0xCEA88,0xCEB0C,0xCEB2C,0xCEB2C,0xCEA88,0xCEB2C,0xCEB2C,0xCEB2C,0xCEAFC,0xCEAFC,0xCEAFC,0xCEAFC,0xCEAFC,0xCEAFC,0xCEAFC,0xD0274,0xD0F0C,0xCEB84,0xCEB84,0xCEB84,0xCEB84,0xCEB84,0xCEB84,0xCEB84,0xCEB84,0xCEB84,0xD0274,0xD0994,0xD0274,0xD0274,0xD0994,0xD0CC8,0xD0CC8,0xD0CC8,0xD0560,0xD0560,0xD0560,0xD0560,0xD0560,0xD0560,0xD0274,0xD0348,0xD0348,0xD0348,0xD0348,0xD0348,0xD0348,0xD0F0C,0xD0F0C,0xD0F0C,0xD8D28,0xD0D28,0xD8D28,0xD8D28,0xD0D28,0xD8D28,0xD0D28,0xD8D28,0xD8D28,0xDB494,0xD2F10,0xDB418,0xDB418,0xDB418,0xDB418,0xDB418,0xDB418,0xDB418,0xDB418,0xDB418,0xDB418,0xD3244,0xD3244,0xDB418,0xDB418,0xDB418,0xDB418,0xDB418,0xD2F10
